gene_symbol	TCGA-OR-A5J1-01A-11R-A29S-07	TCGA-OR-A5J2-01A-11R-A29S-07	TCGA-OR-A5J3-01A-11R-A29S-07	TCGA-OR-A5J5-01A-11R-A29S-07	TCGA-OR-A5J6-01A-31R-A29S-07	TCGA-OR-A5J7-01A-11R-A29S-07	TCGA-OR-A5J8-01A-11R-A29S-07	TCGA-OR-A5J9-01A-11R-A29S-07	TCGA-OR-A5JA-01A-11R-A29S-07	TCGA-OR-A5JB-01A-11R-A29S-07	TCGA-OR-A5JC-01A-11R-A29S-07	TCGA-OR-A5JD-01A-11R-A29S-07	TCGA-OR-A5JE-01A-11R-A29S-07	TCGA-OR-A5JF-01A-11R-A29S-07	TCGA-OR-A5JG-01A-11R-A29S-07	TCGA-OR-A5JI-01A-11R-A29S-07	TCGA-OR-A5JJ-01A-11R-A29S-07	TCGA-OR-A5JK-01A-11R-A29S-07	TCGA-OR-A5JL-01A-11R-A29S-07	TCGA-OR-A5JM-01A-11R-A29S-07	TCGA-OR-A5JO-01A-11R-A29S-07	TCGA-OR-A5JP-01A-11R-A29S-07	TCGA-OR-A5JQ-01A-11R-A29S-07	TCGA-OR-A5JR-01A-11R-A29S-07	TCGA-OR-A5JS-01A-11R-A29S-07	TCGA-OR-A5JT-01A-11R-A29S-07	TCGA-OR-A5JV-01A-11R-A29S-07	TCGA-OR-A5JW-01A-11R-A29S-07	TCGA-OR-A5JX-01A-11R-A29S-07	TCGA-OR-A5JY-01A-31R-A29S-07	TCGA-OR-A5JZ-01A-11R-A29S-07	TCGA-OR-A5K0-01A-11R-A29S-07	TCGA-OR-A5K1-01A-11R-A29S-07	TCGA-OR-A5K2-01A-11R-A29S-07	TCGA-OR-A5K3-01A-11R-A29S-07	TCGA-OR-A5K4-01A-11R-A29S-07	TCGA-OR-A5K5-01A-11R-A29S-07	TCGA-OR-A5K6-01A-11R-A29S-07	TCGA-OR-A5K8-01A-11R-A29S-07	TCGA-OR-A5K9-01A-11R-A29S-07	TCGA-OR-A5KO-01A-11R-A29S-07	TCGA-OR-A5KT-01A-11R-A29S-07	TCGA-OR-A5KU-01A-11R-A29S-07	TCGA-OR-A5KV-01A-11R-A29S-07	TCGA-OR-A5KW-01A-11R-A29S-07	TCGA-OR-A5KX-01A-11R-A29S-07	TCGA-OR-A5KY-01A-11R-A29S-07	TCGA-OR-A5KZ-01A-11R-A29S-07	TCGA-OR-A5L3-01A-11R-A29S-07	TCGA-OR-A5L4-01A-11R-A29S-07	TCGA-OR-A5L5-01A-11R-A29S-07	TCGA-OR-A5L6-01A-11R-A29S-07	TCGA-OR-A5L8-01A-11R-A29S-07	TCGA-OR-A5L9-01A-11R-A29S-07	TCGA-OR-A5LA-01A-11R-A29S-07	TCGA-OR-A5LB-01A-11R-A29S-07	TCGA-OR-A5LC-01A-11R-A29S-07	TCGA-OR-A5LD-01A-11R-A29S-07	TCGA-OR-A5LE-01A-11R-A29S-07	TCGA-OR-A5LG-01A-11R-A29S-07	TCGA-OR-A5LH-01A-11R-A29S-07	TCGA-OR-A5LJ-01A-11R-A29S-07	TCGA-OR-A5LK-01A-11R-A29S-07	TCGA-OR-A5LL-01A-11R-A29S-07	TCGA-OR-A5LM-01A-11R-A29S-07	TCGA-OR-A5LN-01A-11R-A29S-07	TCGA-OR-A5LO-01A-11R-A29S-07	TCGA-OR-A5LP-01A-11R-A29S-07	TCGA-OR-A5LR-01A-11R-A29S-07	TCGA-OR-A5LS-01A-11R-A29S-07	TCGA-OR-A5LT-01A-11R-A29S-07	TCGA-OU-A5PI-01A-12R-A29S-07	TCGA-P6-A5OF-01A-11R-A29S-07	TCGA-P6-A5OG-01A-22R-A29S-07	TCGA-PA-A5YG-01A-11R-A29S-07	TCGA-PK-A5H8-01A-11R-A29S-07	TCGA-PK-A5H9-01A-11R-A29S-07	TCGA-PK-A5HA-01A-11R-A29S-07	TCGA-PK-A5HB-01A-11R-A29S-07
CDK1	104.2267	701.3821	151.0887	1140.2014	28.5017	2579.2218	719.4364	317.2016	1109.9366	1978.3892	1194.0204	174.7573	1145.9276	110.8215	666.9354	108.2331	1169.1209	691.8383	443.5048	2866.3793	191.6699	1700.4831	334.4282	307.9812	889.0122	396.5415	313.6033	111.4524	12.3237	1688.3117	453.4005	961.4165	500.9989	1153.9624	320.8279	902.5918	609.5544	222.6148	791.0015	1926.1214	1969.0722	321.7726	152.4949	130.3509	463.8855	349.9044	2608.5224	2891.5152	39.0625	556.8363	52.4304	844.8598	146.0495	112.9032	84.2946	330.5747	2546.8114	1522.3881	1248.5239	490.5016	40.2895	1468.9152	120.339	32.8997	345.7902	161.8497	875.0601	90.3555	128.0335	600.3727	1155.6122	273.6602	514.6656	1617.2518	70.2728	616.4897	40.4781	217.1996	1682.4379
MS4A1	1.9212	2.8184	0.5925	0.7746	0	4.4124	0	0.68	1.0571	5.347	1.9084	6.6748	6.7873	0	0.5374	23.1267	1.7849	102.9748	6.5774	0	22.6764	0.8783	20.7027	2.8169	2.2198	1.4213	3.1153	0.8776	4.5403	0.8957	1.3434	0.5285	3.3124	0.8637	0	17.9286	0.4593	1.5144	0	0	0	135.8382	0	0	1.0801	0	0.8854	0	3.3482	1.4187	69.9072	13.0841	0.399	21.5054	23.0701	0	0	0	0	0.455	4.1679	1.0068	11.8644	3.5891	1.801	19.6532	0.4805	2.2038	1.6736	10.1643	0	0	1.1732	10.4031	19.8798	0.6246	2.7916	0	0.401
EEF2K	668.1076	698.1611	3067.9899	2992.2541	428.6431	923.7866	740.9863	656.1618	1605.7082	605.1019	1848.6005	870.7524	424.7738	1485.0854	2544.1354	1397.7798	1207.4967	1057.2082	488.607	544.3966	755.8814	285.4633	853.19	2244.1315	908.6201	1442.1414	1225.8567	1768.7582	1287.498	327.8101	1239.2947	817.6533	1358.0796	748.0026	1758.0854	1669.0385	470.3721	708.733	2004.3541	905.4529	2129.3346	789.0173	1779.1067	516.0046	1805.8593	1935.4685	1271.4997	1029.697	341.5179	807.9447	1168.7602	854.2056	610.9338	1333.3333	840.2839	1515.7944	1187.2456	791.0448	669.1596	1214.4238	643.7055	819.5318	1255.9322	529.3854	2236.2299	673.9884	2628.0634	1868.817	1602.5105	2499.0683	1393.7075	1102.6226	1859.21	691.8075	1618.123	1392.2548	717.4387	826.3506	1341.2189
LCK	14.8895	28.1841	8.8876	9.2951	30.1783	5.2146	213.0128	16.3191	8.9852	217.4446	12.7226	84.9515	3.9593	19.3069	7.5238	52.729	44.6229	298.2456	20.6718	0	211.6468	5.7093	143.3264	43.662	8.879	10.4228	66.459	3.9491	11.675	14.7783	25.5248	7.9281	37.2644	14.6837	12.9366	12.8862	3.6748	5.5528	10.1597	0.8795	13.1209	85.7418	2.9901	28.5384	4.8603	6.2141	11.0681	17.5758	3.3482	19.8617	83.5609	13.0841	12.3703	53.7634	67.4357	6.0613	6.1058	5.4274	34.442	30.9407	42.605	65.9451	140.678	3.5891	13.8076	71.6763	3.3638	54.2133	19.2469	6.0986	3.4014	4.561	8.6038	286.9528	130.3745	8.1199	38.0354	68.3572	3.6087
KEAP1	2673.391	1585.1558	3063.2499	2512.0062	2176.188	2773.3654	2554.9109	2271.4079	3019.0275	1188.3703	3157.1247	3618.3252	3891.9683	2228.4004	3681.8487	3196.1147	2819.2771	2826.8497	2240.545	2609.4828	2429.0788	2336.8467	3627.3514	2765.7277	2740.6585	2147.5779	2092.9387	2230.803	2237.7169	1481.4151	1647.0193	3087.2093	1787.8622	2550.637	2808.5382	2188.9672	2433.6243	2334.6795	2925.9797	3015.3914	2910.9653	2234.104	2359.9327	1831.4693	3652.7609	2916.826	3012.7283	1807.8788	2304.6875	2013.1229	1794.1016	1867.2897	2605.7462	1548.3871	1850.9317	3044.6439	2493.2157	2192.673	1467.4769	2518.9398	2526.6599	2727.9134	2769.4915	2296.396	2520.7864	2542.1965	3581.9318	3267.7852	1661.0879	2122.9883	2834.1837	2870.5815	2103.246	1374.5124	2965.7883	2514.0537	1885.7193	3261.8523	2225.3408
E2F1	162.8242	359.5489	417.7159	639.8141	313.5186	1035.7	936.179	531.7291	964.5877	1324.2731	820.6107	497.5728	3169.1176	601.2163	1242.5097	347.8261	1905.3994	621.6629	545.4545	1966.8103	135.5187	683.3553	1230.6161	614.554	1695.8935	1233.2109	276.7394	581.3953	145.2894	1204.6574	1004.1982	734.6723	1118.7595	1313.7551	558.8616	2555.3825	806.1553	197.3751	1031.9303	719.4371	962.9803	376.6859	344.6085	237.9483	329.4181	758.1262	1430.8799	1572.1212	262.2768	739.8475	363.1895	1484.1121	133.2801	967.7419	683.2298	480.2425	1381.9539	944.3691	978.5229	541.9179	698.8141	1167.8832	691.5254	363.0926	348.1915	253.1792	459.8751	426.6544	1025.9414	733.1865	702.381	732.041	807.587	754.6597	420.712	1531.5428	92.1225	409.5921	654.7715
XRCC1	2755.0432	725.9426	828.9142	1443.842	734.3377	1186.1211	556.5686	1560.5093	1308.1395	1156.2883	1676.2087	1038.2282	705.8824	1116.7101	1913.7445	1082.3312	1327.5324	1662.09	490.9561	748.7069	705.1293	1453.6671	1104.8074	1254.4601	754.347	809.6648	1086.189	877.5779	1764.229	652.0376	807.3887	689.7463	1053.3398	995.8972	1042.6908	947.4132	832.7974	914.1848	1560.2322	968.7775	1166.3543	508.6705	978.5087	1045.5071	1074.6591	1903.4417	2037.4101	1243.6364	627.2321	1467.6361	904.4238	1400	1243.0168	1258.0645	1146.4064	1043.9445	1545.4545	1804.6133	698.0663	1207.1437	425.1235	1136.1691	1220.339	363.6907	1657.5116	1163.0058	1470.9274	1235.4467	922.1757	765.0347	1691.3265	1052.4515	1232.6946	699.1764	947.2954	1968.7695	448.7481	1484.0132	1281.0746
CTNNA1	7275.6964	11784.5887	8494.149	7057.3199	13313.0841	10603.6903	7289.6809	7433.6677	10654.334	8771.75	18601.145	8088.5922	8829.1855	8295.3953	10320.0322	12316.3737	7639.4467	10256.2929	13463.4719	16817.6724	6991.9026	9071.1462	10217.1793	15256.338	4365.5198	12765.6046	18981.3084	16629.6621	12862.0075	11358.7103	24033.5852	6198.203	22229.4451	10561.8657	13724.4502	18037.8293	12422.5999	6438.1625	12760.5225	10429.6394	11358.0131	6568.4008	12163.7077	5112.6109	12076.1442	5814.5315	11042.8334	5615.1515	5592.6339	18170.5976	12016.9306	11300.9346	11960.4948	12059.1398	9388.6424	9316.2373	7964.7218	5077.3406	9327.0272	7483.1077	14640.3643	10802.9197	9401.6949	11931.2098	24284.5565	10781.5029	10046.6122	18365.9752	21025.9414	13341.6907	9486.3946	15687.0011	11233.0856	4932.8132	12698.5668	15898.1886	6810.0846	20329.6582	16206.8966
NFKB1	595.1009	580.9956	362.6129	352.44	643.2441	403.5299	925.4041	730.9575	503.1712	710.2596	466.9211	748.7864	236.991	774.206	453.0431	612.3959	282.017	1099.9237	741.837	403.4483	1256.3828	772.9469	817.7565	1068.5446	389.9371	848.5136	1061.7861	849.4954	424.8419	446.4845	748.9505	579.8097	508.4518	326.4954	254.8512	1340.1611	349.5636	586.0676	298.984	511.4336	634.0206	899.8073	577.0884	255.3027	790.6035	1056.8834	312.5623	458.1818	260.0446	477.3896	606.7723	285.9813	586.1931	193.5484	529.7249	711.9711	450.4749	147.8969	446.5164	317.1425	772.9097	265.7941	528.8136	788.9936	543.2988	519.0751	996.1557	669.5125	581.59	498.7295	281.4626	921.3227	728.9793	1100.13	846.9718	250.4685	1609.3518	690.1874	843.6247
RAD50	941.8828	1223.5937	1496.0747	579.3958	1491.0297	1294.4244	561.5416	1118.8749	1023.2558	522.2235	1365.1399	1708.7379	451.3575	2002.5099	1688.5664	958.3719	1390.0045	1046.5294	1829.9272	784.0517	407.636	509.8814	1589.7283	2253.0516	782.094	2330.4513	3245.0675	3055.2874	893.1409	1742.9467	2686.8178	1082.981	1321.6434	695.3142	1767.141	2017.5252	1006.8902	924.7855	1316.4006	1780.5629	2063.2615	820.8092	2123.7152	893.1739	1479.6814	868.0688	1171.0017	919.3939	688.6161	1582.5501	1477.3348	1310.2804	2316.0415	779.5699	998.2254	998.2515	826.3229	347.3541	1123.6715	922.3069	2037.629	1943.6194	1006.7797	3581.8753	1671.3192	1263.5838	2224.4113	3107.349	2138.0753	2860.9182	903.0612	3559.8632	1819.3195	1004.7681	2432.7323	1979.3879	1257.9604	1826.9019	1119.8877
MYC	362.6321	712.6558	316.3976	357.0875	454.9093	658.2431	3859.9254	1011.7812	293.8689	3724.6296	525.4453	458.7379	1090.4977	949.5125	1012.495	212.766	1141.9009	558.3524	270.6131	353.8793	2048.9784	566.0957	349.159	258.6854	874.2138	216.9845	205.0883	353.2251	259.4454	332.7362	237.1117	2112.0507	313.8489	783.4161	98.3182	269.4889	480.0184	913.68	124.8186	1122.6913	919.8688	1668.5934	419.3609	576.9379	450.3848	183.0784	958.052	1207.2727	238.8393	391.5588	280.7209	114.0187	1920.9896	69.8925	136.646	526.8679	477.6119	93.6228	538.7719	381.7541	301.0134	963.0003	189.8305	800.3589	284.5565	139.8844	360.8842	346.8771	228.4519	272.4039	316.3265	675.0285	746.9691	4897.7026	348.5899	219.8626	242.1705	562.2933	1264.2342
IRS1	734.39	958.6629	1804.7697	406.6615	980.7935	1395.9085	920.431	252.2653	492.6004	393.0043	452.9262	215.4126	831.448	800.0772	775.4938	1679.0009	874.1633	530.1297	474.9824	805.6034	526.4174	295.1252	976.6099	812.6761	3320.0148	625.3701	684.3198	1045.6341	309.3887	502.9109	202.8547	593.0233	225.2425	309.2205	504.5278	616.8551	112.9995	1041.898	236.5747	2751.5391	1298.0319	839.1137	676.5091	86.3864	347.7791	34.8948	776.9784	824.2424	1049.1071	871.0764	560.3495	545.7944	1745.8101	145.1613	428.5714	429.8869	1744.9118	390.7734	955.1515	1637.5839	425.5866	902.5925	123.7288	2523.1045	226.3245	268.2081	847.1889	1190.0485	683.682	829.4088	960.034	435.5758	723.113	745.1235	2123.902	604.6221	1235.2787	292.172	986.3673
VHL	548.0307	1066.5679	70.5081	250.1936	373.8751	447.2523	427.6834	520.1698	396.9345	310.5715	236.0051	814.9272	335.9729	481.1275	539.03	359.852	426.5953	246.3768	394.1743	473.2759	476.2053	386.4734	896.1879	642.2535	616.3522	445.8131	676.5317	434.4011	212.7453	538.7371	497.0613	783.2981	503.4832	479.3781	247.0893	800.0628	447.864	809.1873	251.0885	441.073	448.4536	426.7823	370.0243	612.8037	307.2769	456.501	504.2612	806.0606	179.6875	366.0223	351.1742	257.9439	1076.6161	204.3011	156.1668	537.1255	451.1533	305.2917	417.6097	495.5068	699.7403	837.6542	544.0678	472.5587	339.1866	291.3295	571.8405	479.9862	576.569	427.5792	661.5646	410.4903	348.0641	782.4014	429.0337	449.7189	926.459	655.4576	370.4892
CCND1	2592.7426	14803.3382	1897.6211	1889.6592	297.3118	6586.3578	2301.6826	10988.4806	908.24	496.2994	2902.0611	1584.7148	7660.2206	5920.7414	1326.5887	2500.8326	1248.2865	2906.865	2504.5807	8629.0302	1592.0913	14698.6825	1775.539	3473.7512	5063.263	9733.9808	5895.3167	2594.0325	2353.9614	10786.9951	3865.6591	2315.4598	4237.3741	12241.8484	2927.555	4186.7317	13894.1663	2726.6936	1817.2279	344.6218	937.6757	838.3815	3798.1686	3285.6691	1585.0358	1664.6654	2792.332	580.6061	3650.8147	263.2453	5120.4369	2610.7664	9515.0958	4545.4301	2117.8172	2067.0148	2868.9552	20906.9607	15332.3165	7778.4097	2179.7999	2869.8314	3651.8305	1564.8273	929.119	1195.8266	2628.5824	3633.1477	5560.9707	5735.3888	3913.2653	6491.4481	3580.3676	4866.2549	3505.9223	2918.1761	542.1582	1751.0364	755.1403
CAV1	360.2305	695.7453	256.5546	168.0868	2229.2793	1192.9402	3676.7509	1507.1324	508.4567	7077.6429	594.7837	350.7282	556.5611	600.8302	678.7586	1070.3053	386.4346	2015.2555	350.0117	215.0862	4399.7695	510.7598	1593.3114	782.1596	155.7529	1339.8081	438.2139	582.2729	747.2029	1118.6744	572.9639	338.2664	1066.5894	608.076	595.0841	427.4845	244.8323	514.3867	645.8636	245.8223	839.269	2067.4374	174.1731	244.5044	1108.681	1152.4857	614.4992	1076.3636	108.2589	671.041	646.095	568.2243	187.1508	387.0968	1097.6043	865.8352	707.5984	626.8657	886.2675	341.7131	556.1801	611.6285	864.4068	303.275	415.4285	788.4393	590.5815	2878.1545	677.8243	462.8155	353.7415	422.4629	883.4572	7270.9146	3001.387	387.8826	837.826	1043.5502	1191.259
PIK3R1	561.9597	974.7682	1625.2407	1372.5794	2770.8115	418.3714	2203.8956	1039.9995	1665.4334	266.4587	1895.0382	2121.966	119.3439	1844.9657	2352.8147	1721.5541	1200.8032	1411.1365	1886.7747	540.0862	3279.9852	1061.4844	2260.9734	4553.9906	689.9741	9909.274	3986.5005	17260.2018	1339.3871	865.2038	3453.9043	369.9789	3149.2542	394.7312	2023.2859	3200.251	111.6215	291.7718	9955.0073	232.6297	6435.8013	594.4123	3724.1637	339.7609	3741.8658	3635.7553	1080.6862	839.3939	224.3304	1819.4715	2638.4489	988.785	3254.589	2107.5269	1734.6939	1187.0847	187.2456	343.2836	379.4775	1697.1903	1206.8321	463.1261	1850.8475	7447.884	2730.3017	1493.6416	838.5392	4194.26	3980.7531	2562.7647	16079.932	2478.3352	3435.2757	737.7547	3198.798	4784.5097	1385.3267	995.0386	710.1043
AR	0.9606	174.7416	78.8031	2.3238	0	0	27.7663	8.8395	0	0	5.7252	53.3981	0	4.2475	0.5374	33.3025	34.8059	7.6278	36.1757	0.431	1.0798	0	3.5832	308.9202	10.3589	196.6126	31.1526	86.4414	51.8891	0.8957	178.0017	1.0571	7.4529	0	5.1746	115.4152	0	1.5144	7.2569	52.3307	97.4695	2.8902	82.2276	3.8565	3.2402	0	7.969	1.2121	1.1161	4.9654	17.4768	18.6916	164.8045	0	8.8731	11.6564	0	2.7137	0	0	1.3893	5.5374	30.5085	2.9909	0	2.3121	2.4027	59.9432	59.4142	30.493	99.4898	99.7719	22.2917	2.6008	135.46	0.6246	12.9111	0.5513	26.4635
PRDX1	8047.5504	2910.615	4548.067	6009.2951	10948.5614	3446.8512	7441.3593	5198.2977	4992.0719	25339.423	6878.4987	5427.1845	7192.3077	5311.3235	4312.2397	6237.7428	4240.9639	5887.8719	4458.0691	3053.4483	8404.8609	5884.9363	6146.3123	3858.216	6218.276	5488.0966	4263.7591	3322.5099	7854.0619	2819.0775	4482.9555	97.7801	3612.9887	6903.0447	3711.5136	4542.6532	4698.2085	5154.4674	4271.4078	3322.3395	4222.1181	8532.7553	4969.5384	5006.9418	5651.9509	4359.9426	3405.8661	5066.0606	7179.6875	3809.186	9549.9727	5818.6916	4482.8412	8241.9355	13250.2218	4126.8213	4823.6092	5411.1262	5455.988	7411.216	5064.4342	6207.9033	5186.4407	2585.913	3719.6458	4648.5549	1830.37	3653.0083	9327.1967	5271.218	2758.5034	5715.5074	4656.2378	7674.9025	4547.8502	4276.7021	3083.6605	3247.5193	3380.5132
NCOA3	477.4256	1598.8453	676.6405	445.3912	611.9481	665.0622	1535.0186	764.9555	599.8943	1027.9603	654.5802	1123.1796	502.2624	954.9184	1063.0122	929.6947	733.6011	804.7292	653.5119	639.2241	916.2362	613.0874	1169.7024	1386.8545	741.0285	1828.7339	1451.7134	1389.6446	769.9043	1100.7613	1860.6213	665.9619	1534.4644	481.1056	923.674	1254.4401	431.3275	738.0111	1053.701	1417.7661	606.8416	801.5414	598.0191	396.0663	542.1898	1357.0746	745.5451	1309.0909	474.3304	1177.5137	1013.6537	1220.5607	673.9824	650.5376	698.3141	1052.8034	768.6567	305.2917	849.3653	653.8505	616.8459	1057.1357	1206.7797	1832.8099	885.487	923.6994	487.2657	1696.0396	1389.1213	628.1552	1022.9592	862.0296	1342.9801	1421.3264	1246.8793	1386.6334	1122.2193	1323.5943	1721.3312
XBP1	1825.6484	2652.9316	2736.1872	702.5562	3125.6855	956.6787	3585.9925	1273.9059	2801.2685	3127.9938	437.0229	1285.801	1050.3394	3402.2589	1924.4928	883.4413	2852.2981	2870.328	2388.5365	1622.4138	6606.4031	1064.5586	2383.199	981.6901	3743.9882	4100.4382	1464.1745	2567.7929	105.724	793.9991	4936.356	3562.8964	3072.2411	498.3805	2967.6585	4009.278	1132.7515	1581.0197	1725.6894	1114.336	2571.2277	3000.9634	2535.6008	974.9325	2852.9769	980.4015	1431.7654	2981.8182	954.2411	2164.9229	4121.2452	915.8879	1735.834	2591.3978	1834.0728	1563.8186	829.0366	664.8575	2456.4554	705.2668	2886.0236	2414.2965	2386.4407	2847.3157	2670.2686	1232.3699	2189.8126	3971.2361	6638.4937	1504.3198	1351.1905	104.333	1387.5636	2814.9111	2337.4942	1386.0087	4087.5861	2492.2822	1768.2438
BCL2L1	2529.7791	3631.3234	1555.3251	1213.0132	2135.9503	1317.2884	3755.9055	3446.7196	1798.0973	4331.5139	3669.2112	4740.2913	1611.4253	7260.1602	1952.4385	2650.3238	4136.5462	3265.4462	1617.1012	2697.4138	2753.0279	960.0351	2133.1741	2636.1502	1519.7928	3448.5372	5415.8879	3428.6968	4713.4749	3466.6368	4337.1956	5219.8732	3728.0942	1597.0633	5327.2962	2638.8624	4040.4226	4927.3094	4812.7721	1327.1768	1954.0769	3858.3815	7709.9608	826.0702	2520.3186	2060.7075	1953.2928	988.4848	4410.7143	2840.9292	2624.249	2988.785	4853.9505	3822.5806	3728.4827	4464.856	1291.7232	750.3392	2001.9435	3691.5027	2437.2821	3876.6675	3793.2203	2157.6193	4070.2386	2197.6879	2122.5372	5159.9624	4226.7782	2459.7662	2918.3673	9155.0741	7495.5025	3517.1218	5899.2141	4041.2242	1270.1736	2371.0033	2443.0634
TP63	0.9606	2.0132	20.1452	1.5492	0	0.8022	39.3701	0.34	3.6998	4.0102	5.0891	2.4272	2.2624	0	1.0748	6.4755	2.6774	15.2555	6.5774	1.7241	0.5399	0.8783	5.9719	1.8779	2.5897	1.4213	0.5192	5.2655	3.2431	0	0	1.0571	1.6562	0	1.2937	1.1205	0	3.0288	1.4514	6.5963	11.2465	5.7803	1.495	1.157	4.8603	0.478	2.2136	132.7273	7.8125	2.128	4.9153	3.7383	1.1971	0	3.5492	0.4663	21.7096	1.3569	0	23.6606	13.4298	0.5034	5.0847	1.1964	1.2007	0	2.8832	1.3223	1.6736	0.6776	0.8503	7.9818	1.5643	5.2016	3.2362	2.4984	0.6979	2.2051	0.8019
GAPDH	57986.0711	45122.7872	270999.0698	127711.0767	45653.0031	104986.3618	105804.3929	80223.435	188807.0825	182177.1193	255805.3435	105726.9417	206162.3303	96121.6334	115988.7142	172221.0916	153669.344	102844.3936	123184.4022	168962.069	44544.0888	145668.4234	89741.4153	106458.6854	106029.2268	173910.2215	77861.3707	124524.7916	355326.1035	80824.0036	205705.4576	93232.5581	102341.2382	192755.7763	182532.9884	104905.1466	167814.4235	88922.7663	122904.209	190054.9692	52048.7348	66339.0559	162029.5272	173830.698	271780.7479	72369.0249	239184.062	89295.7576	110640.625	135205.5329	158901.6931	287828.0374	47349.5611	224887.0968	198375.3327	89381.0467	96068.521	90778.6839	137710.9575	47254.2373	83042.6432	96902.0891	88027.1186	42285.6288	275378.6583	127225.4335	101296.4921	118470.6554	129519.6653	97165.5091	235933.682	89279.9316	127309.738	67703.9445	99021.7291	141464.0849	19331.4141	70254.6858	42923.8172
TYMS	203.6647	254.1121	282.8973	191.6886	19.152	1342.0899	1995.7397	242.1611	501.3636	1617.752	374.1094	185.4126	1870.7183	159.5868	502.5715	78.9824	1281.5083	116.2929	317.463	2651.0302	430.955	676.6403	331.6055	230.9812	732.0681	146.7346	200.9138	146.2484	18.4141	1338.1863	783.3014	1209.2548	485.9689	589.5228	237.6455	794.9195	443.8218	377.9909	213.6284	1245.2419	1034.6813	349.6339	175.1822	253.2202	491.2218	308.5373	1015.8406	4059.8909	23.2478	375.4992	156.3353	435.7009	190.6145	67.2043	57.9503	183.6764	2329.7558	327.3948	1119.1818	323.2988	79.0044	426.3932	107	27.5819	158.8954	77.4913	401.3119	94.8381	209.4477	290.3066	290.7228	303.6203	304.6656	1642.7742	133.6015	613.7414	222.3292	146.2514	781.8484
MSH6	3360.2305	1744.5975	1479.4845	1073.5864	2532.1797	2758.5239	1382.097	2152.4148	1544.926	2211.4292	1932.57	609.2233	2955.3167	1391.6401	2828.4294	690.1018	2786.2561	1232.6468	1744.421	3005.6034	840.6481	1499.7804	894.9935	1038.0282	1886.7925	999.6447	947.0405	1280.3861	1004.0538	2439.3193	1562.3846	2295.4545	1035.9498	2603.3254	1191.4618	367.5358	2019.2926	1771.3276	754.717	1134.1249	2169.6345	2065.5106	1272.2856	2192.8268	1494.2622	1937.8585	2151.1898	3961.8182	808.0357	2108.1752	884.2163	1039.2523	2023.1445	758.0645	625.5546	1291.9921	2233.3786	2282.2252	1751.0087	994.1986	2039.4814	1068.7138	589.8305	1200.5384	1399.97	593.0636	3317.6358	1068.8399	1279.4979	1804.5062	604.5918	1885.4048	1146.2652	1032.5098	781.7846	2079.95	1168.6295	656.0088	2824.7795
KIT	60.5187	142.1285	1194.4897	208.3656	39.12	467.3085	20.3067	221.3271	358.351	5.7926	426.8448	175.9709	201.9231	65.2573	81.6875	81.4061	910.3079	3374.5233	135.3066	136.6379	1197.532	46.1133	189.1112	55.8685	23.6774	61.5895	1097.6116	174.1992	87.5628	750.112	95.382	1431.2896	120.0741	235.8022	664.9418	206.7389	74.8737	39.3741	75.4717	2558.927	344.4236	241.8112	317.6976	29.3097	777.1027	302.5813	164.6929	2146.0606	12.2768	31.9206	258.8749	489.7196	60.2554	134.4086	1055.0133	576.2909	190.6377	13.5685	677.1551	704.8117	519.1323	51.85	561.0169	64.603	1142.4283	93.6416	134.5507	178.948	88.7029	1337.6249	125	647.0924	231.1302	41.6125	1435.0439	26.8582	204.8329	104.1896	44.5068
CCNB1	262.7281	339.0148	407.6433	2093.7258	81.5931	3091.4561	697.0576	771.0752	1826.6385	2830.7898	1572.5191	392.5971	1891.9683	491.5532	1398.8983	347.8261	2058.456	688.7872	987.0801	2059.9138	150.6364	1409.3105	687.9666	632.8638	2081.391	649.5322	399.2731	342.2554	276.958	2052.3959	439.9664	671.2474	1141.9462	1171.2373	750.3234	981.5896	1149.7474	391.7214	1121.9158	1319.701	2951.7338	332.3699	586.0587	541.8434	1251.2488	614.7228	3424.4604	3418.7879	272.3214	1207.3063	392.6816	2158.8785	717.8771	430.1075	301.6859	451.8009	2485.0746	1348.711	1521.6001	732.1124	327.4099	1480.9967	342.3729	86.1373	1377.7578	322.5434	1481.9798	370.6781	630.1255	1193.2915	1019.5578	729.1904	482.5968	1951.8856	343.9667	825.1093	98.4036	266.2624	1722.935
BRAF	36.5034	248.8256	78.8031	40.2789	40.7965	60.1685	65.0642	91.4547	96.723	94.4636	32.4427	79.4903	5.6561	72.2077	92.9733	35.1526	49.9777	56.4455	159.7369	37.5	45.8928	43.0391	54.5436	151.1737	82.8709	90.4892	274.6625	139.5349	94.049	81.0569	57.0949	15.3277	43.0611	33.686	73.7387	28.0134	50.0689	10.6007	49.3469	78.7159	129.3346	16.3776	16.4455	60.162	136.6275	32.0268	69.0647	84.8485	46.875	141.1598	38.7766	48.5981	137.2706	10.7527	41.7036	95.5822	31.2076	14.9254	51.6631	46.8661	123.1839	76.5165	81.3559	85.5391	66.6367	33.526	160.4998	169.2513	43.5146	143.6558	23.8095	160.7754	114.9785	95.7954	162.7369	82.4485	150.3969	130.6505	152.3657
